Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014944PAP_Slot1-12_1_3201.d	TU014945PAP_Slot1-11_1_3202.d	TU014946PAP_Slot1-10_1_3203.d	TU014947PAP_Slot1-09_1_3204.d	TU014948PAP_Slot1-08_1_3205.d	TU014949PAP_Slot1-07_1_3206.d	TU014950PAP_Slot1-06_1_3207.d	TU014951PAP_Slot1-05_1_3208.d	TU014952PAP_Slot1-04_1_3209.d	TU014953PAP_Slot1-03_1_3210.d	TU014954PAP_Slot1-02_1_3211.d	TU014956PAP_Slot1-24_1_3213.d	TU014957PAP_Slot1-23_1_3214.d	TU014958PAP_Slot1-22_1_3215.d	TU014959PAP_Slot1-21_1_3216.d	TU014960PAP_Slot1-20_1_3217.d	TU014961PAP_Slot1-19_1_3218.d	TU014962PAP_Slot1-18_1_3219.d	TU014963PAP_Slot1-17_1_3220.d	TU014964PAP_Slot1-16_1_3221.d	TU014965PAP_Slot1-15_1_3222.d	TU014966PAP_Slot1-14_1_3223.d	TU014967PAP_Slot1-13_1_3224.d	TU014968PAP_Slot1-36_1_3225.d	TU014969PAP_Slot1-35_1_3226.d	TU014973PAP_Slot1-31_1_3227.d	TU014974PAP_Slot1-30_1_3228.d	TU014975PAP_Slot1-29_1_3229.d	TU014976PAP_Slot1-28_1_3230.d	TU014977PAP_Slot1-27_1_3231.d	TU014978PAP_Slot1-26_1_3232.d	TU014979PAP_Slot1-25_1_3233.d	TU014980PAP_Slot1-34_1_3234.d	TU014981PAP_Slot1-33_1_3235.d	TU014982PAP_Slot1-32_1_3236.d
Q96A65	Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	3296.97	2882.21	4155.1	3387.55		2369.66	2636.92	2816.93				4519.54	4677.39	4750.55	4506.97	5291.25	4277.76	3361.24	4087.7	4626.21	3247.97	4057.8	2831.99	4821.69	4598.97	5105.53	4392.26	5190.31	4631.37	4499.21	4855.15	4532.88	4756.25	5117.35	4670.42
Q96AB3	Q96AB3	ISOC2_HUMAN	ISOC2	Isochorismatase domain-containing protein 2		1937.84	2516.64	4059.04		4308.83	4518.83		3933.66		4800.21	2356.1	1833.18	2416.84	2880.79	3374.11			2703	3230	1914.42			2470.6	2634.12	2288.1	2212.64	1845.57	1764.1	1970.72	2601.81	1835.19	2623.6	2403.33	1812.48
Q96AC1	Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2		2674.5					8085.77					7948.17	7003.45	7195.84	7460.64	3685.49	3318.54	2941.35		5476.83				7837.61	7129.67	8248.7	8373.72	7148.66	7610.79	7243.06	7717.4	7475.35	8395.6	8412.66	6745.88
Q96AE4	Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	57854.8	67642.7	55089.5	55564	56274.6	67023.6	52066.8	64868	51245.2	44259.2	48030.7	44508.7	48740.1	47627.4	50469.4	74719.6	84202.4	81466.4	77459.2	72580.2	81838	66283.4	73444.5	47513.6	48164.1	44185.3	40895.1	45738.9	45068.8	44236	48729.5	46454.1	49119	42738.9	47968.5
Q96AG4	Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	5776.37	6276.69	8774.69	8077.66	7129.52	4796.04		6690.31	9363.38	5040.86	6253.93	12953.4	12093.2	11985.7	12493	9804.09	11841.6	7723.15	10332.3	10646	8710.65	9456.73	8178.91	12127.1	12706.1	11418.8	13710.4	12635.7	13087	11554.6	12882.2	12029.3	12692.5	12608.5	12188.2
Q96AQ6	Q96AQ6	PBIP1_HUMAN	PBXIP1	Pre-B-cell leukemia transcription factor-interacting protein 1					3077.94							1127.39									3311.95							1754.45							5136.65
Q96AX1	Q96AX1	VP33A_HUMAN	VPS33A	Vacuolar protein sorting-associated protein 33A		1891.76					3795.21					3006.14	2804.55	2694.9	3290.82	2569.19	3446.59	3261.47		2668.97	3142.92			2607.82	2789.99	2156.3	2889.16	2633.19	3500.09	2724.82	2671.58	3074.42	2254.7	3286.15	2505.12
Q96AZ6	Q96AZ6	ISG20_HUMAN	ISG20	Interferon-stimulated gene 20 kDa protein				272.3							357.185	1169.61	854.365	944.222	1434.78	1059.3	740.588	360.371				371.879		973.373	1147.66	1154.79	1443.17	666.507	1212.87	987.795	579.958	985.042	1049.3	842.686	992.334
Q96B26	Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43			2844.93						3489.81			2959.91	2530.49	2925.68	2190.38	3019.05	2435.04		2354.13	2472.29		2872.19	2440.09	2184.55	2268.78	2971.9	2585.54	2781.36	2172.17	2189.87	2590.02	2341.59	2254.46	2859.59	2129.16
Q96BD8	Q96BD8	SKA1_HUMAN	SKA1	Spindle and kinetochore-associated protein 1		500.253			439.627							316.949	511.695	750.814	788.079		993.736	664.942	841.647	496.495	1359.34		420.51	754.271		542.005	489.376	985.461	809.228	501.278	865.811	964.088	560.968	556.092	384.082
Q96BH1	Q96BH1	RNF25_HUMAN	RNF25	E3 ubiquitin-protein ligase RNF25												1939.51	1622.67	2176.3			1974.91							1550.45	1863.33	1315.63	2143.55		1439.74	1552.07		1223.01	1886.9	2185.66	1584.92
Q96BJ3	Q96BJ3	AIDA_HUMAN	AIDA	Axin interactor, dorsalization-associated protein												3358.64	3315.76	3685.56	3411.09							3335.79		2968.46	3183.82	2812.37	2960.57	2872.27	2511.78	3166.11	3672.18	2969.55	3761.17	3414.02	3439.9
Q96BP3	Q96BP3	PPWD1_HUMAN	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	6544.79	3957.68	3260.12			3901.1		2853.01				6207.22	4915.87	4278.45	3796.79		5661.26	5109.33	3496.66		3517.61	5542.11	4524.98	7214.93	6419.77	7181.2	7263.98	6162.67	6325.96	5927.02	6807.24	6255.28	6346	6058.41	6122.17
Q96C01	Q96C01	F136A_HUMAN	FAM136A	Protein FAM136A		3860.68			7091	3242.26		4675.21	4223.89	4921.1	8325.04	5494.91	5467.72	5057.16		5898.93		5550.46	4487.58		4414.98	5745.95	6508.93	6358.52	5563.98	5812.14	5482.3		4618.46	4631.6	5373.52	5179.25	5398.15	5174.42	
Q96C19	Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2		3246.46	5746.68	7058.84	3602.65	4555.78	5195.67	3594.01	5467.81	3889.24		3100.46	3228.51	2660.38	2742.36	3236.21	3646.67	3201.73	4466.09	3838.66	6359.78	6013.9	3195.12	3653.37	3433.67	3758.6	3093.44		3202.79	2796.67	3496.6	2935.56	3500.83	4037.43	3356.26
Q96C36	Q96C36	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2	3913.87	3686.15	4089.17	4066.35	4586.85	6215.18	4149.33	6850.15	4627.02	3194.16	3232.14	2324.17	2964.85	2565.49	2933.37	4106.21	2827.8	2548.56	2308.08	1989.98	2519.38	2714.73	2645.02	2213.61	2422.02	2591.27	2447.52	2544.15	2296.57	2426.64	2530.11	2616	2583.06	2764.74	2299.36
Q96C57	Q96C57	CSTOS_HUMAN	CUSTOS	Protein CUSTOS		1640.74										2762.47	2516.73	2499.34	2504.89	744.646								2377.66	3005.8	2330.94	3236.12	3244.57	2485.93	2614.36	3069.73	2009.07	2708.55	2929.17	2017.66
Q96C86	Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	7040.29													4320.63	3050.38										3163.81		4513.06	5255.35		2038.64	3561.14			3477.44	
Q96CT7	Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124	25127.3	17095.1	21940.9	21124.1	23033.3	21381.3	22365.9	27056.2	24734.7	21319.9	23299.1	11223.6	11931.4	8908.26	11896.3	17336.7	16573.6	14942.4	16760.7	17730.4	17601.4	17112	15540.5	10702.7	9651.41	9853.21	12136.9	9227.27	9134.5	9430.07	9443.67	9207.91	8577.05	8573.48	8343.94
Q96CW1	Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	8472.18	8248.68	6433.82	10923.9	9404.6	6072.85	8778.79	7308.06	6994.31	5411.24	5943.41	11277.5	10586.7	9869.83	10724.5	10885.7	9166.62	7712.05	9204.85	8686.27	10070.8	9197.07	8607.13	10686.7	10189.6	10140.5	11386.3	11749.4	10722.6	10009.7	11084.2	10680.8	11114.6	11234.4	11546.3
Q96CX2	Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12	11455.4	7609.3	9228.54	9119.57	11140.8	10583	14802.3	14696.1	7813.07	10026.2	10392.8	4182.98	4543.51	3968.54	5759.88	6140.48	7131.39	8996.88	9382.12	8140.81	10271.6	10660.7	7621.47	5005.27	4289.39	5142.22	6244.33	5658.72	4730.28	4455.33	5123.83	4387.79	4602.88	4927.83	4159.05
Q96D46	Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	703.437											5106.4	4218.33	4076.46	4373.69	1240.87			580.581					5955.34	6909.67	5515.76	5076.03	4978.72	5360.38	5837.67	4406.84	4594.92	5258.5	6382.9	5108.1
Q96DA0	Q96DA0	ZG16B_HUMAN	ZG16B	Zymogen granule protein 16 homolog B	48430.8	14761.2	81743.7	22046.2	75227.4	31343.2	116751	119945	81113.2	59017.8	67509.5	27939	15569.9	41700.6	33072.3	18458.3	9437.74	55451.5	117266	39141.3	13878	215985	57040.2	22634.3	2325.59	39373.3	78991.2	44268.8	1845.28	2947.73	16827.2	2842.04	38386.9	9246.01	19161.4
Q96DI7	Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein		2801.47	3715.45			2576.05			3512.84	2257.74		5249.71	4724.9	5558.91	4633	3761.04	3988.86	3530.25	3054.12	3522.94	4528.03	4075.41	4309.3	5108.34	5233.35	5533.89	5293.38	6956.82	4843	4657.04	5368.98	3878.78	5072.29	5151.63	4124.65
Q96E11	Q96E11	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial		3577.8			3996.72			5088.36				6297.12	6287.06	6646.58	6626.63		5320.44	5281.33	4197.01	6308.9	5192.32	4590.11	3648.33	6971.16	6606.86	6112.76	7048.33	7591.83	7344.24	6181.5	9479.38	6254.78	7841.2	5877.71	5630.87
Q96EE3	Q96EE3	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	2869.35	3379.51	2085.31			3017.12			2630.35	2265.08	1950.41	3462.49	2826.8	3846.12	3458.58		3508.85			2224.92	3876.84		3053.11	3274.03	3575.63	2839.06	2568.82	3088.92	4000.49	4483.61	2798.84	4098.7	3062.34	4043.31	2882.59
Q96EI5	Q96EI5	TCAL4_HUMAN	TCEAL4	Transcription elongation factor A protein-like 4												1523.44	1393.48	994.494	1090.1									1173.33	1013	1045.54	1093.14	1115.95	1376.59	1109.54	1514.68	1523.47	1690.23	1254	1616.89
Q96EK6	Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase												1141.05	1386.35	903.532	963.745									883.312	1026.77	1109.33	1181.41	899.659	1235.51	1020.38	925.518	1161.66	1196.85	1542.16	1013.42
Q96EK7	Q96EK7	F120B_HUMAN	FAM120B	Constitutive coactivator of peroxisome proliferator-activated receptor gamma			3513.74					7225.01				4162.68	4072.92	4084.38	4152.71	3290.47	2856.84	1630.22	2476.9		2308.73	1392.42		4220.13	4042.09	4082.91	3990.52	3844.29	4156.89	4099.98	4248.3	3731.39	3971.39	3670.08	3610.38
Q96EP5	Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	8974.68		9273.74									7189.03	6091.94	5825.52	6312.3	6512.78	6633.36	6053.28	7536.25	7212.1	8316.21	7462.17		5920.81	5964.26	5983.09	7017.01	7389.11	5156.52	6239.66	7686.67	5852.82	5209.68	7252.86	5207.97
Q96EY4	Q96EY4	TMA16_HUMAN	TMA16	Translation machinery-associated protein 16	1061.23												1377.62	1287.39	1409.62				1140.75					1421.67	1553.19	1163.99	1586.19	1512.49	1556.82	1302.39	1384.01	975.582	1047.8	1259.7	675.027
Q96EY8	Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase		1129.12				3016						1711.69	1326.92	2216.07	1847.75			1277.07						1980.68	2232.41	1415.64	2586.86		1820.79	996.226	1384.83	1476.7	1388.36	1863.86	
Q96F07	Q96F07	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2		3327.68		3844.07		2705.25			2994.74			7148.54	5915.02	6041.72	5582.88	5846.14	6210.28	4913.1	6619.57	6082.24	5721.05	2548.89	4595.38	5726.95	5810.82	6200.64	6742	6260.64	4819.28	5306.48	6019.48	5397.86	6109.37	5034.14	6888.5
Q96F86	Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	3837.84	2562.09	2905.75		4631.95	2739.49	4331.18	3125.38	2825.07	4157.39	3011.52	6657.02	6966.17	6987.18	6819.42	7057.1	6180.17	4732.68	5294.43	5958.36	3992.63	4945.6	4805.86	6777.18	5676.54	6463.19	7402.64	6889.88	5484.76	6219.31	6175.68	6255.19	7032.08	5891.33	5724.6
Q96FW1	Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1		3329.23				1556.14	4225.43		2220.25		3141.17	1940.69	2194.97	2090.68	2116.96	2774.48	2624.75	3810.11		3743.03	3285.92		3217.8	1632.98	2027.57	1645.76	1850.4	2677.17	1768.63	2049.98	1881.2	1642.99	1492.93	1457.83	3497.05
Q96GA3	Q96GA3	LTV1_HUMAN	LTV1	Protein LTV1 homolog	2455.64	2731.73	4520.03	4383.75	4693.46	3368.34	3863.53	8966.81	4869.81	4240.02	5454.75	4207.91	4583.34	4808.3	3980.71	4336.56	2995.89	3497.38	3889.82	3577.83	8357.69	3005.82	3178.38	4197.7	4466.87	4283.56	3893.01	4978.87	5183.58	4099.13	4833.92	3916.57	4009.04	4455.58	4142.19
Q96GA7	Q96GA7	SDSL_HUMAN	SDSL	Serine dehydratase-like		1073.9										952.401								1548.51	1635.42					1062.56				857.561	1300.19	647.737			2482.4
Q96GK7	Q96GK7	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A													1413.14																						
Q96GM8	Q96GM8	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	2106.28	1988.86	1079.54	1559.74	1308.31			2258.24	909.149			3405.03	3704.94	3668.95	3518.88	3337.43	3187.01	3763.31	2535.25	2214.19	4051.7	2485.19	2006.98	2774.45	2483.75	3149.03	3228.77	3450.01	2654.28	2565.96	2725.74	4211.78	3491.77	3460.6	3114.54
Q96GQ7	Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27						2939.54						3242.97	3138.01	3767.19	4473.58	4086.29	2239.69	2297.64						3526.72	3297.76	3682.81	3340.79	3752.69	2990.74	3802.59	3593.96	3655.58	3951.06	3597.92	3470.56
Q96GY0	Q96GY0	ZC21A_HUMAN	ZC2HC1A	Zinc finger C2HC domain-containing protein 1A	2615.75	3012.21	2573.1		3500.31			3384.71	3037.81			2811.89	2983.07	2877.41	3761.04	4561.55	3528.05	2994.05	3350.72	3670.58	2543.75	3681.47	4097.65	2902.91	1975.29	2312.15	2532.12	1858.7	2611.4	2054.32	2983.44	2556.9	2665.54	1875.04	2986.26
Q96H20	Q96H20	SNF8_HUMAN	SNF8	Vacuolar-sorting protein SNF8			3622.89	2812.37		2469.1			2837.08			2414.11	2460.67	2287.57	2405.78	2443.03	1442.18	2408.77		3019.84			3137.17	2581.47	2328.19	2692.57	3109.38	2204.53	1918.06	2159.69	1949.68	1697.31	2242.07	2364.61	1739.67
Q96HC4	Q96HC4	PDLI5_HUMAN	PDLIM5	PDZ and LIM domain protein 5	2116.57	1022.03	990.854		866.125		1844.31	1407.79	781.244		1593.83	2871.05	2079.73	2455.69	2129.19	1405.89	1179.39	1771.04	1420.97	1405.12	1244.77	1499.89	1381.66	2538.26	2442.64	2367.86	2679.15	2573.62	1932.98	2280.05	2562.03	2283.02	2028.36	2245.74	3444.31
Q96HE7	Q96HE7	ERO1A_HUMAN	ERO1A	ERO1-like protein alpha	6893.67	3669.78	4820.64		6487.67		5330.82			5640.21		2893.34	2894.25	2369.23	2534.17	6117.93	5927.46	4964.71	5789.57	5598.96	6377.84	5809.67	6485.91	2775.35	3099.3	2561.81	4959.23	4028.86	3068.57	2426.02	3164.94	2207.95	2470.9	3024.09	6414.67
Q96HN2	O43865;Q96HN2	SAHH3_HUMAN	AHCYL2	Adenosylhomocysteinase 3	6809.48	5381.31	4753.07	8821.52		4724.48	19028.9	5803.26	2805.14		10432.1	11155.6	8334.36	10206.3	10877.1	7525.21	6087.17	5048.75	6805.21	7599.54	4514.61	4811.08	6388.91	9520.17	11363.1	10658.5	10874.7	10106.2	8644.31	9080.33	8807.85	9198.2	9224.48	10060.2	9889.28
Q96HS1	Q96HS1	PGAM5_HUMAN	PGAM5	Serine/threonine-protein phosphatase PGAM5, mitochondrial	6031.25	6030.87	4994.27	4623.22	6400.74	4033.44	5651.04	5508.57	4377.44	4883.56	5097.43	3340.61	2905.79	2553.01	3251.96	5633.19	6553.36	5627.81	4651.8	6362.8	5274.83	4468.2	5055.27	2922.61	3487.18	3615.7	3630.91	3406.06	2847.41	2982.97	3043.19	2127.49	2250.19	2862.54	2701.33
Q96I24	Q96I24	FUBP3_HUMAN	FUBP3	Far upstream element-binding protein 3	12993	12490.7	15249.7	16749.8	15159.3	12602.5	12934.7	15652.4	20238.9	10910.7	11307.6	8837.57	8708.39	7497.64	10031.3	10890.6	11614.3	14085.1	11959.9	9971.95	17439.8	13749.2	13899.8	8360.87	6193.53	8792.97	6254.06	9491.67	9051.42	7865.78	10117.7	7080.93	7487.98	9563.75	8864.88
Q96I25	Q96I25	SPF45_HUMAN	RBM17	Splicing factor 45	12545.2	9285.18	11204	11112.2	12342.1	11115.3	10696.9	12020.6	12563	12163	9401.66	4042.93	3761.54	3516.94	3285.22	8267.21	6423.3	8006.03	8380.83	10702.1	7070.91	9263.14	9312.65	3819.53	3945.35	3726.2	3943.62	4240.67	3811.26	3993.91	3309.44	4012.54	3361.72	3152.98	4724.57
Q96I99	Q96I99	SUCB2_HUMAN	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial				3190.23		1494.89		1362.43	3541.51	2300.09	1976.12	2813.11	1809.15	1672.24	1426.66	2569.09	2301.24	2331.19	2752.53	4098.53	3385.13	4192.19	2855.69	2238.18	2296.91	2559.2	3003.47	1342.71	1808.2	2083.8	2679.08	1361.05	1997.58	2177.9	2428.62
Q96II8	Q96II8	LRCH3_HUMAN	LRCH3	Leucine-rich repeat and calponin homology domain-containing protein 3					521.07							1515.14	1467.73	1394.81	1428.45		850.259	711.252						1354.94	1706.08	1372.13	1450.37	1609.87	1426.46	1824.34	1395.86	1283.36	1383.18	1153.77	1388.72
Q96IU4	Q96IU4	ABHEB_HUMAN	ABHD14B	Protein ABHD14B	3273.95	3699.14	2959.46	4058.75	2931.74	3788.41	3652.05	4057.44		4122.75	3916.16	1042.24	993.866	1483.95	1503.27	3973.1	3375.6	2683.47	2620.61	2633.43	2062.1		1623.33	1370.27	754.414	1327.73	1305.87	1574.83	1543.28	728.29	642.165	816.266	652.617	819.067	909.412
Q96IV0	Q96IV0	NGLY1_HUMAN	NGLY1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase												31846.6	23366.7											27836.3							24678.2				
Q96IX5	Q96IX5	USMG5_HUMAN	ATP5MD	Up-regulated during skeletal muscle growth protein 5	18691.8	15194.5	16004.7	12867.9	10513.7	10962.6		7079.63	11643.1	10742			3575.67	5896.9	5298.96	16426.6	10154.6	12309.9	20574.8	14132.3	15874.8	15340.7	17263.1		3738.62		7719.41		2821.64	2610.07		2453.39			5134.51
Q96IZ0	Q96IZ0	PAWR_HUMAN	PAWR	PRKC apoptosis WT1 regulator protein	9176.1				7308.88				3311.05			7726.35		5624.05	2622.11									5423.23	4278.63						5595.3	2603.16	4925.64	5233.96	5037.33
Q96J02	Q96J02	ITCH_HUMAN	ITCH	E3 ubiquitin-protein ligase Itchy homolog												1551.99	2263.75	1732.45	2398.21	1173.54	772.881	946.504					1379.5	2369.56	2335.81	2035.56	2186.84	1806.58	2370.21	2427.03	2267.05	2170.85	1818.36	2299.62	1949.51
Q96JC1	Q96JC1	VPS39_HUMAN	VPS39	Vam6/Vps39-like protein												1341.73	1685.15	1308.47	1847.07									1839.25	1380.34		1773.66	2697.35	1445.35	1197.79	2109.37	1637.57	1420.65	1947.43	1748.73
Q96JE9	Q96JE9	MAP6_HUMAN	MAP6	Microtubule-associated protein 6		767.36						315.232	1410.31				202.855					714.097					555.685		253.921							235.094			1466.65
Q96JG6	Q96JG6	VPS50_HUMAN	VPS50	Syndetin												2224.93	2794.15	2836.68	3204.94	1383.55	2347.62	1027.73			1229.39			2754.05	2617.99	2830.04	2860.85	2366.43	2474.01	2319.6	2660.15	2078.85	3143.71	2311.38	2531.14
Q96JM3	Q96JM3	CHAP1_HUMAN	CHAMP1	Chromosome alignment-maintaining phosphoprotein 1		846.53										2589.62	3175.78	3351.33	3016.53	1469.63	1964.34	1764.46			2042.82	1671.89	969.346	3048.77	3357.14	3127.34	2910.57	3198.78	2932.03	3250.63	3633.02	3493.09	4015.28	3979.86	3609.79
Q96K19	Q96K19	RN170_HUMAN	RNF170	E3 ubiquitin-protein ligase RNF170																		629.293			1501.33								286.207						796.846
Q96KG9	Q96KG9	SCYL1_HUMAN	SCYL1	N-terminal kinase-like protein		2679.17			5400.11	3938.33						5824.78	5859.3	6128.05	5849.6	5791.49	4453.97	3952.49	6268.42		3798.44	4113.39	3760.95	6299.75	6354.67	6205.76	6901.54	6704.82	5803.75	5738.7	5559.54	5291.5	5878.99	6535.74	6009.11
Q96KP1	Q96KP1	EXOC2_HUMAN	EXOC2	Exocyst complex component 2		5806.65	6644.96					4553.86				8883.93	8508.19	9315.09	9092.23	11125.3	5050.27	8152.5	9654.76	8937.94	5914.18	6567.46	7694.66	8141.06	8272.11	9290.02	8169.56	8985.37	8550.1	8921	8644.34	8940.77	10347.5	7731.77	7702.26
Q96KP4	Q96KP4	CNDP2_HUMAN	CNDP2	Cytosolic non-specific dipeptidase					4614.21							2507.67	2873.5	2749.31	2303.82									2837.35	3260.48	2751.55		3652.07	2176.79		2038.95	2486.21	2751.05	2168.15	3268.46
Q96KR1	Q96KR1	ZFR_HUMAN	ZFR	Zinc finger RNA-binding protein		2643.53										3038.49	2559.7	2050.44	2353.03			1695.74		3398.8		5357.12		2850.17	2960.6	2869.03	1674.83	2390.53	2630.16	2671.54	3173.14	3057.93	2612.38	2757.96	2780.89
Q96L92	Q96L92	SNX27_HUMAN	SNX27	Sorting nexin-27												4411.88	4339.39	4558.08	4285.84									4023.64	4745.03	4113.9	5400.34	4684.35	4506.06	5226.68	4835.73	3800.76	4607.02	4788.06	3047.9
Q96LB3	Q96LB3	IFT74_HUMAN	IFT74	Intraflagellar transport protein 74 homolog											1430.26	2008.05	1000	1547.99	1634.49			1416.97						1440.35	1229.68	1018.34	1404.16		615.228			1273.01	1052.45	810.037	1062.29
Q96LI5	Q96LI5;Q9ULM6	CNO6L_HUMAN	CNOT6L	CCR4-NOT transcription complex subunit 6-like												841.594	1299.11	1266.77	1140.15									629.234	1265.33	1099.46	1360.1		1371.34	1556.91	1148.87	1557.42	1368.6	1133.91	672.047
Q96ME1	Q96ME1	FXL18_HUMAN	FBXL18	F-box/LRR-repeat protein 18		258.378										2036.68	1684.9	966.784	1558.65			380.204					487.666	1566.44	1833.61	1772.18	1657.4	853.056	1327.84	1524.07	1651.06	1696.58	1209.45	1311.01	1302.89
Q96MU7	Q96MU7	YTDC1_HUMAN	YTHDC1	YTH domain-containing protein 1	7502.96	6120.03	5305.9	4370.5	7444.63	6106.81	5977.18	6882.12	3372.22	4288	3398.67	5724.01	5922.5	5180.49	5418.66	7139.18	9586.64	8564.73	7568.97	9038.83	9770.68	6031.9	7826.84	4801.93	5817.87	5883.79	4997.28	5836.75	4627.25	5129.3	5482.82	5922.8	5708.4	5546.47	4981.08
Q96MX6	Q96MX6	WDR92_HUMAN	WDR92	WD repeat-containing protein 92												5359.61	5762.94	6342.24	6235.69	5995.99								7090.3	4783.97	5331.15	6928.67	6466.8	5230.07	6012.88	5033.77	5215.33	6798.28	6985.49	5908.45
Q96N67	Q96N67	DOCK7_HUMAN	DOCK7	Dedicator of cytokinesis protein 7		4825.35	4216.53	4913.44	7910.91	4946.33	13548.1	5830.96		6353.11	10618.1	6711.29	5998.04	6646.68	6296.22	6754.41	5701.2	5817.14	5875.76	7100.18	6068.87	6061.88	6017.96	6111.26	6149.35	6530.83	6559.84	6612.38	5962.67	4666.79	6241.51	5457.09	6398.58	6381.95	5919.66
Q96P11	Q96P11	NSUN5_HUMAN	NSUN5	Probable 28S rRNA (cytosine-C(5))-methyltransferase	2596.1	2003.19	2826.03	4016.17	3542.32			4953.99		1218.2		2615.17	3303.46	2878.76	3416.4	3577.69	4887.07	2704.13	2730.78	2653.63	5782.6	2739	2109.74	2561.52	2428.48	3114.66	2938.77	2400.17	3140.51	3400.38	3177.16	2532.2	3159.5	2570.14	3192.27
Q96P16	Q96P16	RPR1A_HUMAN	RPRD1A	Regulation of nuclear pre-mRNA domain-containing protein 1A	10967.1	7807.62	9494.07	14955.4	11669.5	6452.97	13952.3	17368.8	17726.2	13606.5	19024	9140.54	9111.43	9757.72	9881.8	7378.01	7421.59	7083.56	10208.4	8547.69	5132.25	13713.7	14309.7	9032.55	9856.86	10299.9	11066.3	11681.2	9327.11	10629	9199.37	8541.36	9981.38	10057	9568.24
Q96P47	Q96P47	AGAP3_HUMAN	AGAP3	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3		5295.74	4147.38			4568.85				4303.17		6406.87	6220.71	5646.8	8247.19	4936.79	4765.46	6776.12	5323.42	7563.19	6360.2	7367.75		6049.07	6256.97	7148.46	6679.66	6762.87	6430.92	5649.37	5712.46	5875.81	6238.28	6423.58	5470.73
Q96P63	Q96P63	SPB12_HUMAN	SERPINB12	Serpin B12	201036	21212.7	92834.4	59630.9	105759	25760.9	278238	25913.1	57442.4	77292.5	144427	26921.2	14716.3	32057.6	37213.3	55145.9	12520	45402.4	66308.8	51417.8	13825.2	88087.7	41471.3	21921.5	9533.63	25223.5	49376.3	76587.9	6884.2	2605.78	22946.4	2804.31	14981.2	24792.9	20937.7
Q96PE3	Q96PE3	INP4A_HUMAN	INPP4A	Type I inositol 3,4-bisphosphate 4-phosphatase												2354.78	2682.46	2713.28	2938.47			2196.9						2410.02	2567.03	2562.95	2209.77		1578.14	3449.76	2950.73	2422.86	3393.66	2914.6	2721.3
Q96PK6	Q96PK6	RBM14_HUMAN	RBM14	RNA-binding protein 14	12661	20528.2	11596.5	15850.6	13438.3	15022.7	15025.8	20544.4	15334	14690.1	15097.2	3722.68	3781.8	3536.98	4358.28	8331.79	11595.2	10660.9	9930.66	10148.6	11222	10461.6	11038.9	3347	4925.31	4052.05	4935.21	4854.35	3459.96	3881.14	4365.51	4335.61	4844.93	6649.92	4982.99
Q96PU8	Q96PU8	QKI_HUMAN	QKI	Protein quaking	7424.07	9710.15	6199.23	10166.5	8131.25	4737.09	6728.74	9280.01	8362.52	5826.23	7157.65	6974.77	5634.08	5691.06	6082.35	6116.86	8343.97	8378.65	7378	8212.31	8135.63	7336.76	5780.18	5595.77	5979.54	6030.54	5739.05	6953.8	5161.94	5974.63	5948.84	5809.43	4760.32	5895.95	5814.99
