Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	TU014892CK_Slot1-01_1_3148.d	TU014893CK_Slot1-02_1_3149.d	TU014894CK_Slot1-03_1_3150.d	TU014895CK_Slot1-04_1_3151.d	TU014896CK_Slot1-05_1_3152.d	TU014897CK_Slot1-06_1_3153.d	TU014898CK_Slot1-07_1_3154.d	TU014899CK_Slot1-08_1_3155.d	TU014900CK_Slot1-09_1_3156.d	TU014901CK_Slot1-10_1_3157.d	TU014902CK_Slot1-11_1_3158.d	TU014903CK_Slot1-12_1_3159.d	TU014905CK_Slot1-25_1_3161.d	TU014906CK_Slot1-26_1_3162.d	TU014907CK_Slot1-27_1_3163.d	TU014908CK_Slot1-28_1_3164.d	TU014910CK_Slot1-30_1_3166.d	TU014911CK_Slot1-31_1_3167.d	TU014912CK_Slot1-32_1_3168.d	TU014913CK_Slot1-33_1_3169.d	TU014914CK_Slot1-34_1_3170.d	TU014915CK_Slot1-35_1_3171.d	TU014916CK_Slot1-36_1_3172.d	TU014919CK_Slot1-14_1_3177.d	TU014920CK_Slot1-15_1_3178.d	TU014921CK_Slot1-16_1_3179.d	TU014922CK_Slot1-17_1_3180.d	TU014923CK_Slot1-18_1_3181.d	TU014924CK_Slot1-19_1_3182.d	TU014925CK_Slot1-20_1_3183.d	TU014926CK_Slot1-21_1_3184.d	TU014927CK_Slot1-22_1_3185.d	TU014928CK_Slot1-23_1_3186.d	TU014931CK_Slot1-37_1_3189.d	TU014932CK_Slot1-38_1_3190.d	TU014933CK_Slot1-39_1_3191.d	TU014934CK_Slot1-40_1_3192.d	TU014935CK_Slot1-41_1_3193.d	TU014936CK_Slot1-42_1_3194.d	TU014938CK_Slot1-44_1_3196.d	TU014939CK_Slot1-45_1_3197.d	TU014940CK_Slot1-46_1_3198.d	TU014941CK_Slot1-47_1_3199.d	TU014942CK_Slot1-48_1_3200.d
Q96AJ1	Q96AJ1	CLUA1_HUMAN	CLUAP1	Clusterin-associated protein 1	2252.4	941.67	1730.67	1318.85	1692.61	1536.43	1191.09	916.486	1511.03	2743.78		1817.3	1686.26	1314.19	975.376	2319.08	2295.29	915.696	1801.73	1474.41	1743.63	1485.96	1542.66																					
Q96AT1	Q96AT1	K1143_HUMAN	KIAA1143	Uncharacterized protein KIAA1143	1107.08	523.678	1682.23		928.358	1162.4	910.266	1189.48	546.279	1730.57		521.236	830.501	697.266	1649.5	1436.71		979.836	626.665	1200.35	1880.36	500.015	1226.69																					
Q96AX1	Q96AX1	VP33A_HUMAN	VPS33A	Vacuolar protein sorting-associated protein 33A	1487.19	1692.72	1530.34	2156.39	1780.78	1534.5	1818.32	1895.86	2025.95	1899.48		1715.18	1500.26	1489.16	2214.33	1756.74	1742.68	1576.15	1594.3	1426	1901.5	1373.96	1689.54	3088.59	3077.35	3106.87	3121.09	2549.83	3229.82	3357.79	3120.58	3259.04	3269.43	2821.86	2853.91	3242.95	3200.89	2936.2	2865.09	2815.7	3665.3	3268.85	2429.35	3152.45
Q96AY3	Q96AY3	FKB10_HUMAN	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10				1046.44		954.613	770.349						2080.96	647.224	1611.38		1393.5		767.683			869.863	378.039	945.299		1090.34	1692.42				1703.59		1578.43		1197.29	2003.55				2032.49				
Q96B01	Q96B01	R51A1_HUMAN	RAD51AP1	RAD51-associated protein 1	1642.94	1006.33	1454.62	1756.07	1193.88	1474.78	1322.2	1673.46	1934.19	1758.79	1632.88	1689.29	2323.82	1556.61	1156.61	1341.52	1728.5	1286.8	797.89	619.767	1861.98	1522.94	1044.87	1816.11	2091.3	1982.31	1890.9	2044.17	2111.45	1788.1	1912.06	1768.29	2148.59	1799.16	1658	1946.11	1759.52	1852.5	1861.33	2074.93	1434.14	2000.67	1903.12	2131.25
Q96B23	Q96B23	CR025_HUMAN	C18orf25	Uncharacterized protein C18orf25	212.418			319.964	244.938	188.199			217.123					161.482					172.779			357.832																						
Q96B26	Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43	610.521		235.466	266.251	129.014		267.729	278.043	215.294	433.055				340.267				268.532	414.658	583.59	151.859	472.482	644.878	799.959	692.811	798.996	702.691	834.587	786.445	736.064	755.998	785.475	854.438	783.678	558.371	803.755	705.584	774.657		731.343		777.17	664.281	
Q96B36	Q96B36	AKTS1_HUMAN	AKT1S1	Proline-rich AKT1 substrate 1	1398.41	2070.49	2122.29	2021.94	2549.32	1329.09	1780.8	1662.76	1621.85	1375.54		1063.18	1521.5	1354.29		2102.85	1450.2	1425.28	1232.79	896.267	2094.14	1139.92	887.304	1876.17	2625.06	2181.98	2436.59			1952.65	2132.22	1966.67	1977.21	2227.28	1938.57	2023.97	1880.15	1782.38		1761.38				1698.21
Q96B45	Q96B45	BORC7_HUMAN	BORCS7	BLOC-1-related complex subunit 7	2985.88	3653.2	3610.01	3288.35	3621.32	2553.71	2848.03	3333.69	4511.08	4235.78	3550.09	4251.78	3072.41	3875.1	5515.15	2967.39	2944.65	2928.51	4080.53	3957.27	3730.19	3240.42	3080.55																					
Q96B97	Q96B97	SH3K1_HUMAN	SH3KBP1	SH3 domain-containing kinase-binding protein 1	1641.77	1257.63	1316.99	1180.68	1488.81	1020.09	1190.28	1160.81	1408.08	1415.68		1558.74	1223.29	945.617	1712.47	1423.66	976.481	773.496	1228.94	765.104	1870.57	1157.11	997.667	1478.73	1922.3	1489.71	1981.93	1469.72	1316.03	1816.46	1794.29	1709.71	1666.12	1690.46	1606.35	2125.9	1455.3	1589.25	1641.79	1612.94		1512.63	1798.5	1836.2
Q96BD8	Q96BD8	SKA1_HUMAN	SKA1	Spindle and kinetochore-associated protein 1		367.483	127.138	859.392	907.523	699.272		469.537	374.972					435.748				553.567	763.365	232.681			344.255																					
Q96BH1	Q96BH1	RNF25_HUMAN	RNF25	E3 ubiquitin-protein ligase RNF25	2083.67	2360.82	2865.3	1740.45	2563.33	3552.06	4053.02	2604.65	2986.59	3353.72	2043.28	5799.31	4878.82	3571.44	4894.28	3043.94	6380.9	3781.19	4011.49	3534.41	3473.41	3100.27	2117.24	7847.51	16008.8		11309.4	9300.21		10789.7	11369	8914.87	7534.01	8931.83	9509.68	9690.77	11137.3		8657.55	7152.98	8891.45	9871.17		6708.07
Q96BP2	Q96BP2	CHCH1_HUMAN	CHCHD1	Coiled-coil-helix-coiled-coil-helix domain-containing protein 1	1036.94	1229.72	400.521	586.789	856.117	667.683	607.321	742.474	1448.22				1070.83	556.092		567.991		239.35	997.103	854.117	1250.11	624.632	881.035	1068.14							902.771	900.007												
Q96BP3	Q96BP3	PPWD1_HUMAN	PPWD1	Peptidylprolyl isomerase domain and WD repeat-containing protein 1	1830.9	1429.78	1821.81	1591.27	2141.34	1673.23	1677.41	1479.39	1592				1047.58	1362.23	1382.92		1711.99	1840.83	1401.18	2224.18	1432.17	1902.04	1574.93	2830.38	3040.76	2879.16	2892.79	2942.47	2793.53	2709.59	2732.62	2883.51	2568.57	2662.28	4549.88	3180.01	2833.84	3198.42	2734.33	2648.67		2848.25	3470.85	2591.92
Q96BT7	Q96BT7	ALKB8_HUMAN	ALKBH8	Alkylated DNA repair protein alkB homolog 8	320.068	376.489	428.657	527.49	435.21	414.603	430.427		821.762					418.247			509.622	710.123				633.446	532.007		1079.31			1052.91		1122.45		1505.6	1248.25	1088.04		992.865		1033.58		907.465	1420.29	1287.17		956.382
Q96BX8	Q96BX8	MOB3A_HUMAN	MOB3A	MOB kinase activator 3A	1322.14	1201.35	1596.83	2147.21	1256.27	1518.51	1186.03	1630.74	1593.58	1529.19		1627.49	1014.01	2062.51	1911.9	1003.22	1578.47	1734.09	1204.27	1396.14	1188.7	1733.35	1375.97	1647.87	1590.19	1434.81		1543.14	1833.83	1767.34	1490.84	1844.42	1492.87	1183.09	1116.86	1599.14		1826.66	1443.87		1875.06	1590.91		1578.84
Q96BZ8	Q96BZ8	LENG1_HUMAN	LENG1	Leukocyte receptor cluster member 1	3284.21	2786.46	3452.07	3428.59	2961.39	3054.3	3558.11	3377.59	3259.91	4585.72	2898.03	3566.86	2952	2838.39	3986.74	2370.77	2757.98	2361.1	2118.68	1854.01	2037.8	1723.66	2007.69	3586.66	5510.49	3652.7	3444.53	4192.29	3220.86	4812.25	3394.03	4409.95	4452.7	4216.14	4290.99	2839.58	2851.7	2300.64	4784.99	3852.64		5735.45	3029.26	3352.51
Q96C01	Q96C01	F136A_HUMAN	FAM136A	Protein FAM136A	1617.75	2037.55	2432.34	1728.33	2367.68	2825.62	2572.46	2465.38	2751.12	2211	4778.94	2266.41	2935.13	2425.35	1971.98	2321.07	2433.73	2693.91	2698.48	2668.5	1890.34	2338.33	2444.62	3282.31	2812.03	3503.22	3481.03	3311.8	3906.05	4038.09	3614.44	3327.33	3110.78	3183.12	3510.42	3749.38	3535.68	3282.9	3501.65	3462.62		3441.85	2475.47	5274.8
Q96C19	Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2	3855.28	4450.68	4077.78	4576.7	4526.46	3791.01	3958.27	4395.83	4590.61	2586.06	4750.23	4169.78	3312.16	4585.06	2912.93	3961.92	4673.26	4360.87	5117.22	5084.65	3141.59	3933.21	4798.46	4887.35	4553.21	5055.03	4215.68	5390.13	4448.84	4758.19	5747.41	5112.5	6045.57	4146.56	4998.46	4348.58	4804.11	4424.27	4550.17	5202.71	2177.93	4873.32	2158.37	4045.79
Q96C36	Q96C36	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2	1236.28	1566.85	1503.51	1626.27	941.992	1485.4	1438.83	1486.91	1478.22	1968.92	2558.45	1204.12	1340.25	1546.24	1973.04	1854.09	1636.43	1648.5	1290.51	1362.55	1456.73	1633.62	1366.69	1855.74	2190.48	2728.9	2366.41	1414.73	1812.75	2453.71	1738.09	2031.7	1623.69	1814.7	1900.77	2415.27	1767.2	2052.65	1945.31	1843.02	2771.2	2460.15	2150.03	1091.37
Q96C57	Q96C57	CSTOS_HUMAN	CUSTOS	Protein CUSTOS	5076.35	4090.77	4713.33	5003.02	4680.16	4277.15	4043.96	4638.34	4196.48	3886.72	5297.64	4022.64	5571.48	4884.3	4224.91	3654.74	5151.78	3157.41	3886.35	3098.19	2347.29	3477.17	4445.99	3269.03		2090.91		3295.78					4061.81	1753.9										
Q96C86	Q96C86	DCPS_HUMAN	DCPS	m7GpppX diphosphatase	1299.78	1149.25	1158.91	1677.84	1219.74	1095.65	1222.1	931.965	916.226	963.874		1082.44	1455.57	1589.86	892.826	2059.32	890.992	1448.1	1455.61	1303.58	1437.49	1378.37	1765.78	1502.5	1790.58	1823.37	1725.73	1479.43		2063.05	2093.7	1839.66	1858.22	2328.97	1946.53	2109.07	1706.36	2049.86	2792.72	1741.42	3700.64	1878.08	1864.28	
Q96CB8	Q96CB8	INT12_HUMAN	INTS12	Integrator complex subunit 12	1338.37	1331.54	1206.45	1428.63	1361.58	1562.51	1324.97	1310.94	1157.5	1564.82		1508.26	1524.37	1323.88	1627.44		656.267	1693.93	1020.72	1425.27	597.059	774.13	673.354																					
Q96CN7	Q96CN7	ISOC1_HUMAN	ISOC1	Isochorismatase domain-containing protein 1	569.22	490.716	690.895	512.987	495.762	616.458	604.525	723.521	612.05	444.809	1982.73		730.321	710.143	435.04	1083.03	756.493	861.476	588.583	656.517	871.847	967.586	694.789	1479.59	1528.59	1901.26		1248.98	1712.06	1805.49	1701.93	1759.46		1678.71	1478.67	1598.19	1674.9	1437.4	1692.42	1666.91		1586.64	1785.53	
Q96CP2	Q96CP2	FWCH2_HUMAN	FLYWCH2	FLYWCH family member 2	1393.66	1320.28	1755.32	863.78	1320.29	1636.73	925.386	1308.31	1509.31	1805.48				1595.78	1383.29	2449.49	1214.73	1321.24	2374.07	1297.34	1692.15	1948.19	1702.22	2369.33	2007.6	1928.94	1902.06	1779.14	2171.43	1947.81	1987.38	2022.43	1713.55		2022.67		1817.03		1942.11	2182.92		2210.61		2321.59
Q96CS2	Q96CS2	HAUS1_HUMAN	HAUS1	HAUS augmin-like complex subunit 1	1609.19	1626.31	1747.85	1699.58	1726.04	1402.69	1537.29	1455.29	1420.46	2452.27		1715.3	2123.32	1571.27	2206.14	1332.46	1463.33	1437.41	1513.57	1220.79	1795.03	1030.7	1251.96	2330.82	2785.34	2176.27	2679.88	2185.92	2488.85	2307.85	2194.25	2229.29	2571.82	2137.78	1535.28		1522.15	1710.49		2170.24	1836.77	1709.61		2110.62
Q96CT7	Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124	26010.3	23451.5	23103.9	24477.8	24525.4	23040.8	23342.1	27368.5	23272.7	26218	13792.9	30029.6	23288.2	15883.4	21670.2	17742.5	14234.4	13125.9	13630.5	14196.1	16032.3	12753	12140.4	18240.2	18442.4	16372	17055.8	17605.1	16702.6	19095.2	15651.5	14453.2	17169.5	10982.9	11050.4	14566.1	9465.33	8889.64	9632.21	9690.2	12457	8373.25	11710.5	12789.2
Q96CW1	Q96CW1	AP2M1_HUMAN	AP2M1	AP-2 complex subunit mu	4828.88	4090.63	4684.29	4756.38	4664.53	3817.79	4286.05	4694.29	4641.05	5808.82	5205.95	3517.68	4240.19	4907.84	5589.47	5857.85	5111.39	5187.13	5146.9	4924.45	5081.42	4846.83	4829.54	6566.35	6943.05	7364.56	6360.22	6502.57	7229.32	6737.53	6145.14	6801.32	7823.52	7372.52	7881.47	7509	7292.95	7207.98	7223.93	7348.05	6618.04	7303.52	7394.12	6215.74
Q96CW5	Q96CW5	GCP3_HUMAN	TUBGCP3	Gamma-tubulin complex component 3	1168.82	1241.45	1188.58	1413.43	1319.59	1171.15	1013.94	1021.87	1060.41	1133.14		1260.32	1623.27	1063.18	1333.07	1538.16	1690.84	1393.51	1683.42	1432.23	2492.6	1678.83	1380.15			2936.06		1314.15	1180.06	1527.2	2928.96	2723.94	1594.11	1519.89	1251.28	1849.11	2077.01	1192.02	1491.81	1447.55	1688.17	1719.32		2111.07
Q96CX2	Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12	4050.14	4637.36	4431.09	3811.16	4297.12	4751.93	3814.81	3727.76	4527.49	6036.34	3735.85	3837.73	4574.72	3909.87	4062.38	4626.41	3477.84	3980.06	4732.73	3795.01	4239.04	3960.49	3573.06	3028.88	2707.28	3157.4	2708.26	2430.23	2525.18	1986.19	2729.65	2697.51	2865.1	2238.18	2149.29	1769.3	2028.27	2137.24	1987.12	2229.67	1793.76	1918.04	2145.73	2852.57
Q96D09	Q96D09	GASP2_HUMAN	GPRASP2	G-protein coupled receptor-associated sorting protein 2	1584.58	1372.08	1439.27	1354.71	1671.8	1253.82	1430.76	1005.66	1561.93	1270.28	2422.16	2165.65	1440.71	1065.74	1018.68	1598.8	1732.92	1223.28	1129.07	1127.44	1590.58	1183.92	1172	1755.16	2286.39	2260.33	1988.84	1913.69	1878.13	2120.58	2160.94	1766.15	1880.66	1694.22	1234.26	1515.71	1195.26	1602.76	1456.14	1361.89		1455.29	1583.83	1513.47
Q96D46	Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	2278.86	2864.85	2732.17	2080.77	1956.18	2460.93	2541.87	2727.28	3251.63	1153.3		3465.99	2819.5	2694.34	2563.7	2663	2190.81	1793.91	2200.15	2606.59	2472.64	2169.69	2191.28														3136.63					7898.79	9165.79	
Q96D71	Q96D71	REPS1_HUMAN	REPS1	RalBP1-associated Eps domain-containing protein 1	3861.64	3628.6	3839.58	4269.61	3678.61	3814.86	3876.87	3617.78	3859.11	4363.48		4766.19	4654.72	3168.93	4448.44	4035.37	3287.84	3571.63	3654.52	2574.07	3699.13	3305.73	3213.24	3901.59	4285.99	4365.4	4183.21	3739.17	4031.95	4299.01	4165.6	3869.01	3923.63	3347.99	3740.91	4116.15	4160.01	4021.15	3491.53	3743.26	3727.38	4171.01	3650.73	3998.02
Q96DE0	Q96DE0	NUD16_HUMAN	NUDT16	U8 snoRNA-decapping enzyme	2027.44	1957.08	2169.81	2079.15	1872.84	1953.41	2419.41	2154.02	2380.44	2538.21		1974.4	1482.43	2118.63	1389.41	2115.45	1827.24	1736.68	2218.17	2031.63	2090.34	2092.89	1697.2	2467.43	2956.44	2470.03	2892.28	2415.73	2401.73	2556.97	1895.74	2160.39	2446.66	1903.56	1877.15	2907.43	2807.5	1977.49	2390.49	1539.21		1404.82		2870.83
Q96DF8	Q96DF8	ESS2_HUMAN	ESS2	Splicing factor ESS-2 homolog	1166.62	1192.16	1150.83	1009.38	969.154	1272.39	891.604	1174.18	1293.64	1102.61		1537.9	1402.31	869.162	1078.9	1149.5	652.761	495.144	795.51	806.747	639.922	477.746	765.081	2018.72				1391.99	1256.79		1663.62	1260.72			1869.07									
Q96DG6	Q96DG6	CMBL_HUMAN	CMBL	Carboxymethylenebutenolidase homolog	850.111	732.076		837.912		667.296	372.506		410.693			867.203		1304.07																														
Q96DH6	Q96DH6	MSI2H_HUMAN	MSI2	RNA-binding protein Musashi homolog 2	571.602	582.657	679.032	547.735	646.164	490.738	1069.24	689.62	627.532			536.002	639.176	851.359	365.25		514.497	589.509	243.983	432.206		689.601	575.246				2707.9		3036.13	3550.84	3311.68	2894.73			2726.57	2546.18		2512.61						3785.97
Q96DI7	Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	2074.42	2009.76	1814.62	1757.39	1978.67	2230.19	1526.34	1619.26	2116.22	1325.31		1863.08	1550.38	2074.06	2448.82	1182.24	1723.49	1595.04	2248.15	1686.49	1893.97	1891.75	1888.95	1698.25				1835.2	2353.06	2445.68	2652.77	2146.36	2212.71	2065.05	2316.91		1827.19	2050.03	2168.36	1707.9		1989.41		
Q96DM3	Q96DM3	RMC1_HUMAN	RMC1	Regulator of MON1-CCZ1 complex	1093.44	845.866	781.961	907.661	996.006	1143.15	763.243	1148.53	1125.67			596.36	972.056	1150.79	856.79	1721.35	663.592	1548.97	975.637	921.506	1090.21	677.793	1088.35	2213.97	2289.09	2357.48	2548.56	2415.21	2229.15	2606.73	2152.49	1961.53	1962.46	2166.59	2790.29	2001.11	2225.45	2301.94	1976.27	1784.59		2339.68	1849.46	1951.26
Q96E11	Q96E11	RRFM_HUMAN	MRRF	Ribosome-recycling factor, mitochondrial	2923.1	3056.02	2338.13	2533.05	2204.02	3052.07	2796.09	2090.39	3127.08	2036.31	10360.7	3584.82	2918.77	2754.9	2140.63	1568.12	2796.35	2742.11	2674.79	3054.63	2346.9	3882.38	3307.11	5131.52	4339.97	4964.6	5004.09	4880.14	4439.87	5893.15	3243.15	8406.92	4749.41	5864.88	4263.19	5455.87	5277.89	4092.17	5415.83	4998.13	4980.73	4814.23	7144.25	6356.23
Q96EA4	Q96EA4	SPDLY_HUMAN	SPDL1	Protein Spindly	2030.06	2322.75	2660.01		1587.49		1886.74	1883.74		2350.93			2715.42	1715.28			2593.04	1616.52		2002	2217.05	2474.45	2633.9	2450.91	2962.44		2876.25	2662.29		2685.45		2955.97		2896.87	2714	3136.45		3072.98	2788.91		2697.78			
Q96ED9	Q96ED9	HOOK2_HUMAN	HOOK2	Protein Hook homolog 2	1071.45	777.982	810.839	1055.23	1036.92	883.688	1175.8	896.089	708.78	1118.43		1723	763.619	809.119	983.365		610.132	936.691		835.536			618.495	3379.15							2736.33													
Q96EE3	Q96EE3	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	809.759	448.453	848.377	605.926	606.626	528.969	904.821	730.762	676.544	885.003		942.766	849.943	731.46	1030.83	801.808	422.247	775.535	601.463	361.486	608.52	568.781	821.251	573.499		347.581			590.2	481.744	539.769	505.127			597.624									
Q96EI5	Q96EI5;Q9H3H9	TCAL4_HUMAN	TCEAL4	Transcription elongation factor A protein-like 4	2235.54	2466.06	2341.51	2377.71	2408.7	2434.88	2166.94	2403.13	3450.33	2759.04		2678.92	2878.87	1869.98	2381.48	2281.61	2731.33	3121.51	3658	2786.61	2742.76	3118.48	2641.42	4148.47	4788.01	4402.05	4445.77	4428.72	4515.83	4804.31	3811.43	4280.88	3567.03	4744.19	5043.06	4375.37	4662.54	4858.44	4945.45	3796.27	3583.4	4641.05	3578.15	3019.99
Q96EK6	Q96EK6	GNA1_HUMAN	GNPNAT1	Glucosamine 6-phosphate N-acetyltransferase	141.117	270.253	387.2	786.231	213.112	159.892	326.317	221.215	477.337				391.191	656.912				448.607	663.807	399.846		512.448	780.35			163.837					192.301					192.189	217.919							
Q96EK7	Q96EK7	F120B_HUMAN	FAM120B	Constitutive coactivator of peroxisome proliferator-activated receptor gamma	1209.08	718.325	942.145	1191.02	859.73	751.41	783.989	885.033	825.512	621.58		1090.44	658.548	1047.35	910.949	914.288	1312.25	1120.04	1209.44	1177.55	1224.78	1216.05	1474.54	3114.74	3385.91	3029.04	3201.98	3496.88		3814.91	3678.56	2913.52	3483.16	3310.5	2983.47	3940.82	3983.88	3154.7	3419.6	2997.15	3152.53	4027.67	4417.09	3122.18
Q96EK9	Q96EK9	KTI12_HUMAN	KTI12	Protein KTI12 homolog	3568.71	3519.38	3427.49	3268.71	3586.1	3855.86	3705.79	3229.67	3662.93	3419.89		3586.9	3021.31	2595.73	2766.58	2940.66	2703.48	3282.56	2921.21	3055.09	3374.87	2507.89	2868.74	3550.7	3540.33	3536.27	3795.56	3716.15	3754.87	3682.46	3665.16	3904.71	3775.04	3139.99	3457.33	3065.89	3356.21	3293.34	3127.83	3354.81	2819.55	3334.68	3677.99	3961.55
Q96EP5	Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	4519.17	5288.26	4830.95	5880.73	5328.43	5610.63	5125.8	4750.5	4724.56	5484.93		5582.46	5042.4	4987.68	5646.99	3083.89	6033.45	4977.65	5261.67	5503.38	5596.16	5091.42	4553.09	5722.72	5873.28	5289.29	5205.79	4132.19	4784.15	5428.82	4975.96	4778.42	5234.24	5078.36	5237.58	5393.8	5469.29	5253.96	5447.85	5499.26	5573.67	5564.38	5447.05	4886.63
Q96ES7	Q96ES7	SGF29_HUMAN	SGF29	SAGA-associated factor 29	882.03	1352.76	1694.23	1526.34	1386.43	1652.49	1774.4	1627.33	750.686			1839.2	1683.79	1431.32	1534.98	1150.74	2224.71	991.888	1479.31	990.057	859.522	702.066	1152.87																					
Q96EV2	Q96EV2	RBM33_HUMAN	RBM33	RNA-binding protein 33	4141.3	3560.93	3090.43	3724.67	3759.02	3245.04	3289.99	3591.78	3827.43	1581.42		4019.22	3837.08	2733.02	3751.58	2257.57	3028.94	2588.36	2515.39	3415.81	1839.82	2582.33	3566.84	4316.65	4684.77	4319.29	4994.89	4563.96	4442.15	3961.04	4199.11	4140.73	4118.78	3750.68	3835.06	4144	4226.21	3677.08	3633.39	3765.03	3243.94	4193.27	3784.43	3726.37
Q96EV8	Q96EV8	DTBP1_HUMAN	DTNBP1	Dysbindin	1368.84	1551.49	1049.63	939.249	1385.95	1092.93	1556.16	988.779	1398.46	1363.89		1769.82	1956.24	1632.21	725.95	1578.85	1063.54	952.257	1175.86	1132.42	1155.17	1661.5	1347.87		2689.04	2605.38	2542.32		2544.86	2684.58	2895.96	2534.53	2906.86		2304.41	2129.42	2146.15			2383.68			2268.19	3054.47
Q96EY4	Q96EY4	TMA16_HUMAN	TMA16	Translation machinery-associated protein 16	1257.55	1260.07	1522.4	979.804	1292.84	1362.48	1465.42	912.135	665.355	1043.5		1632.56	1732.27	1165.05	675.662	1325.87	823.491	1193.95	1166.85	908.151		1306.13	734.458																					
Q96EY5	Q96EY5	MB12A_HUMAN	MVB12A	Multivesicular body subunit 12A	1679.7	1552.08	900.01	1433.08	1367.6	1237.77	2518.58	1283.4	2294.94	3901.24				2284.35	1711.05	2619.09	2026.09	2431.71		2545.72	2277.2	2208.3	1815.02		3045.22	2324.4								3150.63				3713.86			3940.04			
Q96EY8	Q96EY8	MMAB_HUMAN	MMAB	Corrinoid adenosyltransferase	2757.26	2004.31	2492.13	2182.37	2882.29	1671.26	2531.14	2097.79	1757.5	4167.57		2107.49	1330	2430.09	2364.12	4242.67	2260.95	2274.89	2021.81	2249.53	1438.04	2021.56	2759.12	2905.08	2873.66	3036.89	2767.3	2951.49	2873.72	2989.86	3299.85	2816.69	2108.74	2772.23	3216.63	2786.69	3058.19	2902.25	2411.54	2781.54	2419	2659.97		3065.89
Q96F07	Q7L576;Q96F07	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2	21319.9	19996.9	20562.1	21426.8	20049.8	21150.1	18254.7	20121	21485.4	25920.5	33362.5	16274.1	16436.8	24653.5	20339.9	24437.1	22617	23416	23874.8	25835.9	25879.2	22756.8	24008.4	22712.4	24889.3	23710.7	23749.9	20815.7	24811.7	25150	24664.4	25127.7	22587.1	25194.2	23855.5	26596.1	25664.2	26123.1	26619	22628.9	23787.7	25686.8	27701.6	20752.4
Q96F24	Q96F24	NRBF2_HUMAN	NRBF2	Nuclear receptor-binding factor 2	1588.12	1123.44	1418.23	1303.23	1661.32	1045.52	1421.51		1629.18	1615.38				1362.77	2086.94		1854.56	1984.23	1754.43	1774.89	1353.46	1794.06	2006.6			4388.32	3668.94		3907.29						3152.13			2646.79				3407.11		
Q96F63	Q96F63	CCD97_HUMAN	CCDC97	Coiled-coil domain-containing protein 97	468.283	542.256	251.251	344.805	373.514	468.328	251.619	597.97	524.738	500.818			381.761	201.894	497.216	614.809	678.799	337.803	702.485	713.47	757.948	585.74	379.793	1378.18	1934.04	1559.1	1565.11	1711.96	1756.36			1489.36	1671.45	1343.57	1185.48	1968.08	922.7	1326.96				1223.77	1540.06	
Q96F86	Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	3368.78	3626.49	3370.97	3628.45	3384.53	2892.26	3533.59	3262.03	3622.95	5232.23	1329.72	3366.27	3831.15	3677.88	3930.46	4995.78	4204.01	4223.4	4132.32	4124.4	4549.1	4105.08	4271.59	5101.58	5128.75	4763.08	4981.58	4791.27	4876.67	5267.11	5062.52	4913.2	5341.89	5003.12	4987.85	4241.83	5161.37	5227.62	5296.69	5034.5	4003.11	4790.16	5453.8	4410.87
Q96FJ2	Q96FJ2	DYL2_HUMAN	DYNLL2	Dynein light chain 2, cytoplasmic	1921.96	2428.89	1461.24	2038.34	1647.76	1486.92	1676.62	1733.82	2083.34			2952.69	1518.46	1442.69	2495.75		1079.69	1677.61	2521.3	1794.94		1685.16	1757.46																					
Q96FQ6	Q96FQ6	S10AG_HUMAN	S100A16	Protein S100-A16							649.165	283.621				759.425	987.502	720.001																														
Q96FW1	Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	453.766	780.859	556.368	439.574	479.918	440.925	906.695	642.762	275.034			778.354	619.831	459.165	937.033			536.188	813.224	540.159		689.442	587.558	1438.5	1488.48	1406.86	1074.7	1347.22	1044.52	749.403	1381.29	1140.51	1080.56	1197.47	1165.17	1115.69	1391.27	1110.14	1398.01	1256.93	1453.52	1246.82	1322.71	1656.84
Q96FZ2	Q96FZ2	HMCES_HUMAN	HMCES	Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein	682.317		565.362	698.23	617.968	1262.51	843.87	837.197	740.221	1056		218.429	388.838	495.339		887.451	878.745	434.919	442.828	381.251	480.133	553.791	698.595	1605.19			1233.4	1328.15				1378.75			1483.15					1823.28				
Q96G03	Q96G03	PGM2_HUMAN	PGM2	Phosphoglucomutase-2	1375.71	867.754	1328.61	806.982			1287.2						1342.59	928.519				1061.27	654.55	937.307		799.008	1406.55	7975.13						8156.08				2152.57	2158.18		2515.65			4532.03	6322.74			2777.21
